T_Mean;T_Standard_Deviation;T_Max;T_Min;G_Mean;G_Standard_Deviation;G_Max;G_Min;;Iteration;Dataset;Mean Test Accuracy
0.833623797595501;0.1677750500211683;0.9299879670143127;0.10006009787321091;0.9118059487903819;0.007912260045861352;0.9250801205635071;0.8963341116905212;;16;Training Set;0.92578125
0.8694731509685516;0.06307671082506539;0.9270833134651184;0.7327724099159241;0.9136441840844995;0.008817667440092092;0.9263821840286255;0.8877203464508057;;16;Generated Set;0.9298878312110901
0.8322055280208588;0.0959686447777564;0.9269831776618958;0.5137219429016113;0.9114121061104995;0.007034476835153895;0.9222756624221802;0.8963341116905212;;17;Training Set;0.9292868375778198
0.838397438377142;0.13431350120478708;0.9270833134651184;0.10006009787321091;0.9077837020158768;0.012537128221851608;0.9263821840286255;0.87890625;;17;Generated Set;0.9299879670143127
0.8394771635532379;0.09392887308907259;0.9276843070983887;0.6307091116905212;0.9057492017745972;0.013257200367558586;0.9290865659713745;0.8765023946762085;;18;Training Set;0.9299879670143127
0.8643689858913421;0.06965316428565341;0.9270833134651184;0.6444311141967773;0.910657055237714;0.01165490284047515;0.9264823794364929;0.8765023946762085;;18;Generated Set;0.9269831776618958
0.834004402011633;0.1395224395031808;0.9278846383094788;0.10006009787321091;0.9107572204536862;0.010455438023533513;0.9256811141967773;0.8849158883094788;;19;Training Set;0.9278846383094788
0.8644270849227905;0.08156738882367326;0.9299879670143127;0.6307091116905212;0.9065616163942549;0.011765780458485786;0.9267828464508057;0.8801081776618958;;19;Generated Set;0.9229767918586731
0.8448217152059079;0.12849458738414113;0.9264823794364929;0.10006009787321091;0.9061026993919822;0.013094509207713007;0.9286859035491943;0.8849158883094788;;20;Training Set;0.9299879670143127
0.8535556863248348;0.12907074599318777;0.9290865659713745;0.10006009787321091;0.9141310327931454;0.0071232201661420805;0.9283854365348816;0.903245210647583;;20;Generated Set;0.9270833134651184
0.8380008026957512;0.16795480180863623;0.9292868375778198;0.10006009787321091;0.9041165828704834;0.009345450809183331;0.9245793223381042;0.8863180875778198;;21;Training Set;0.9282852411270142
0.8923056900501252;0.04620930186582487;0.924879789352417;0.7475961446762085;0.9059789671617395;0.009444588100866331;0.9142628312110901;0.8801081776618958;;21;Generated Set;0.9238781929016113
0.8790464758872986;0.05983914969079863;0.9292868375778198;0.6307091116905212;0.9010583625899421;0.01289222642970903;0.9165664911270142;0.87890625;;22;Training Set;0.9292868375778198
0.870350558757782;0.06432393584727518;0.9290865659713745;0.680588960647583;0.9064646320683616;0.011370273731182204;0.9169671535491943;0.8849158883094788;;22;Generated Set;0.9152644276618958
0.8761518430709839;0.07050013213919891;0.9253805875778198;0.6193910241127014;0.9000615222113473;0.013693307959739673;0.9245793223381042;0.87890625;;23;Training Set;0.92578125
0.876442312002182;0.06398322006578275;0.9276843070983887;0.6444311141967773;0.8971775958412572;0.011223095810699227;0.9142628312110901;0.87890625;;23;Generated Set;0.9229767918586731
0.8289623412489892;0.16940719232758475;0.9290865659713745;0.10006009787321091;0.9037987150644001;0.013808180115573937;0.9242788553237915;0.87890625;;24;Training Set;0.9292868375778198
0.8473297296464444;0.1362442416037923;0.9269831776618958;0.10006009787321091;0.9016614072024822;0.012221460300427416;0.9169671535491943;0.8765023946762085;;24;Generated Set;0.9263821840286255
0.8619811688363552;0.123005127816373;0.9270833134651184;0.10006009787321091;0.9004701586330638;0.012716278258189532;0.9245793223381042;0.8801081776618958;;25;Training Set;0.9292868375778198
0.8628645861148834;0.070226006550305;0.9250801205635071;0.6381210088729858;0.9019589204537241;0.01335020435741038;0.9245793223381042;0.87890625;;25;Generated Set;0.9238781929016113
0.8527103315293789;0.1291330992760734;0.92578125;0.10006009787321091;0.9034016914665699;0.010888254611865175;0.9174679517745972;0.8835136294364929;;26;Training Set;0.92578125
0.8711838947236538;0.12140093671591577;0.9270833134651184;0.10006009787321091;0.8966935382169836;0.015251235953837537;0.9245793223381042;0.87890625;;26;Generated Set;0.9263821840286255
0.8513040862977505;0.1328463744912237;0.926682710647583;0.10006009787321091;0.9088594348807084;0.011557195505552053;0.9256811141967773;0.87890625;;27;Training Set;0.9292868375778198
0.8503846141695977;0.16449899015380845;0.9292868375778198;0.10006009787321091;0.9036658644676209;0.01280096187296261;0.9245793223381042;0.8765023946762085;;27;Generated Set;0.9256811141967773
0.8729907846450806;0.0651576820914527;0.9270833134651184;0.6643629670143127;0.9016593297322592;0.012531432044593187;0.9142628312110901;0.87890625;;28;Training Set;0.9299879670143127
0.8493249186873436;0.1643152084451455;0.9286859035491943;0.10006009787321091;0.9029196699460348;0.01562222550394868;0.9247796535491943;0.8765023946762085;;28;Generated Set;0.9213742017745972
0.8694831717014313;0.08218633825310266;0.9270833134651184;0.5137219429016113;0.9075583405792713;0.01033596392053439;0.9192708134651184;0.8877203464508057;;29;Training Set;0.9298878312110901
0.8690324473381043;0.07640159083844772;0.9276843070983887;0.6264022588729858;0.9070925221723669;0.009320704506889092;0.9245793223381042;0.8877203464508057;;29;Generated Set;0.9256811141967773
0.872183495759964;0.07265339810209043;0.9290865659713745;0.6381210088729858;0.9002804458141327;0.014364927628035921;0.924879789352417;0.87890625;;30;Training Set;0.9263821840286255
0.8883213114738464;0.05776980199761833;0.92578125;0.6307091116905212;0.8967874897153754;0.012675356033424118;0.9142628312110901;0.87890625;;30;Generated Set;0.9256811141967773
0.8897856545448303;0.04248163301948806;0.9270833134651184;0.7475961446762085;0.8951822936534881;0.011380937241712272;0.913161039352417;0.8765023946762085;;31;Training Set;0.9299879670143127
0.875054087638855;0.06077143162949508;0.9286859035491943;0.692307710647583;0.8977864583333334;0.013072188944958313;0.913161039352417;0.8765023946762085;;31;Generated Set;0.9250801205635071
0.8899619388580322;0.04529535483056408;0.9278846383094788;0.7327724099159241;0.9003759026527405;0.012902824493727262;0.9159655570983887;0.87890625;;32;Training Set;0.9270833134651184
0.877045270204544;0.07464513269297975;0.9278846383094788;0.5063101053237915;0.8925692894879509;0.01103635678332398;0.913161039352417;0.87890625;;32;Generated Set;0.9263821840286255
0.8823537683486938;0.055983059344941105;0.9256811141967773;0.6381210088729858;0.8975940440830431;0.01228829325262904;0.9147636294364929;0.87890625;;33;Training Set;0.9269831776618958
0.8838741981983185;0.05293258646326079;0.9270833134651184;0.680588960647583;0.9026126014558893;0.01213722122540813;0.917067289352417;0.8765023946762085;;33;Generated Set;0.9222756624221802
0.8874038457870483;0.05481544933070986;0.9278846383094788;0.6307091116905212;0.8936121358590967;0.01253975323070399;0.9142628312110901;0.87890625;;34;Training Set;0.9270833134651184
0.8701342141628265;0.05963742989481597;0.92578125;0.7327724099159241;0.8972532503745135;0.01335836973280469;0.9142628312110901;0.8765023946762085;;34;Generated Set;0.9263821840286255
0.8828385448455811;0.06433540593041637;0.9270833134651184;0.6307091116905212;0.9022594031534696;0.010299283754830002;0.9178686141967773;0.8765023946762085;;35;Training Set;0.9276843070983887
0.8776742768287659;0.06650711136851811;0.9256811141967773;0.6307091116905212;0.8970036287056772;0.015109336792389029;0.9169671535491943;0.8765023946762085;;35;Generated Set;0.9290865659713745
0.8866145849227905;0.052677902856552244;0.9282852411270142;0.6444311141967773;0.8964955111344656;0.014387725136795943;0.913161039352417;0.8765023946762085;;36;Training Set;0.9270833134651184
0.8816386187076568;0.07267415547448952;0.9278846383094788;0.6307091116905212;0.900546133518219;0.011710954192046565;0.9211738705635071;0.87890625;;36;Generated Set;0.9264823794364929
0.8672215531766415;0.1244729497936087;0.9292868375778198;0.10006009787321091;0.8966791298654344;0.013572948262490031;0.9150640964508057;0.8765023946762085;;37;Training Set;0.9278846383094788
0.89426682472229;0.04218039596591988;0.9263821840286255;0.6643629670143127;0.8981844657345822;0.012701286818864583;0.9154647588729858;0.8801081776618958;;37;Generated Set;0.9256811141967773
0.8791025638580322;0.06232150859744451;0.9286859035491943;0.6643629670143127;0.9017310107455534;0.01241002902148032;0.9146634340286255;0.87890625;;38;Training Set;0.9299879670143127
0.8870252406597138;0.0415443064586739;0.9292868375778198;0.7574118375778198;0.8987435532940758;0.01265857645219258;0.9245793223381042;0.8765023946762085;;38;Generated Set;0.9267828464508057
0.8806770825386048;0.06264217951293699;0.9256811141967773;0.6307091116905212;0.9013521611690521;0.013531458419131026;0.924879789352417;0.87890625;;39;Training Set;0.9264823794364929
0.8686298096179962;0.06847427232762063;0.92578125;0.680588960647583;0.8992335106197157;0.012565581163411114;0.9142628312110901;0.87890625;;39;Generated Set;0.9286859035491943
0.8801181922852993;0.11782593293096573;0.9286859035491943;0.10006009787321091;0.8987026284722721;0.012459666008442963;0.913161039352417;0.87890625;;40;Training Set;0.9290865659713745
0.8812299692630767;0.06030487407611719;0.9270833134651184;0.680588960647583;0.8970706147306106;0.011941454020406469;0.9123597741127014;0.8765023946762085;;40;Generated Set;0.9283854365348816
0.8626642668247223;0.06853088689563379;0.9229767918586731;0.6643629670143127;0.8939302861690521;0.012568535511276081;0.9130609035491943;0.8765023946762085;;41;Training Set;0.9292868375778198
0.8851842963695526;0.06997006671990497;0.9298878312110901;0.5137219429016113;0.8921925127506256;0.011640903514946684;0.9100561141967773;0.8765023946762085;;41;Generated Set;0.9245793223381042
0.8911338186264038;0.04076291746751035;0.9250801205635071;0.692307710647583;0.8950070142745972;0.014119322774409927;0.9146634340286255;0.8765023946762085;;42;Training Set;0.924879789352417
0.8566125784814358;0.12804069647204247;0.9264823794364929;0.10006009787321091;0.8948417484760285;0.012801010573038804;0.9177684187889099;0.87890625;;42;Generated Set;0.9142628312110901
0.8987740397453308;0.029655963665055827;0.92578125;0.7442908883094788;0.8937457831282365;0.013489293720703868;0.9154647588729858;0.8765023946762085;;43;Training Set;0.9292868375778198
0.884749600738287;0.11470558882551342;0.92578125;0.10006009787321091;0.8943678360236319;0.011687834870375429;0.9127604365348816;0.8765023946762085;;43;Generated Set;0.9165664911270142
0.8773517654836178;0.11742051293761527;0.9263821840286255;0.10006009787321091;0.8992888662550185;0.014265181634228895;0.9165664911270142;0.8765023946762085;;44;Training Set;0.9290865659713745
0.8866746819019318;0.04746822449516625;0.9270833134651184;0.6977163553237915;0.8977914661169052;0.012749791633618708;0.9165664911270142;0.8765023946762085;;44;Generated Set;0.9169671535491943
0.8786939084529877;0.05979911095403724;0.9270833134651184;0.6307091116905212;0.9002303719520569;0.011964471692180819;0.9192708134651184;0.87890625;;45;Training Set;0.9253805875778198
0.8865264439582825;0.05566900666100197;0.9298878312110901;0.680588960647583;0.8951427591474432;0.013137856738495065;0.9161658883094788;0.8765023946762085;;45;Generated Set;0.9245793223381042
0.8846574532985687;0.05042128140618804;0.9263821840286255;0.6444311141967773;0.8994558056195577;0.011985442193068302;0.9139623641967773;0.8801081776618958;;46;Training Set;0.9276843070983887
0.8634655450284481;0.1223737843889151;0.9299879670143127;0.10006009787321091;0.8927383869886398;0.013038579544129037;0.9169671535491943;0.87890625;;46;Generated Set;0.9142628312110901
0.8529346977174282;0.12612814253035967;0.9222756624221802;0.10006009787321091;0.8958386057301572;0.012565747443530294;0.913161039352417;0.8765023946762085;;47;Training Set;0.9290865659713745
0.88375;0.05678646038807021;0.9292868375778198;0.6193910241127014;0.9063448968686556;0.008907982686008366;0.9245793223381042;0.8849158883094788;;47;Generated Set;0.9242788553237915
0.8854346942901611;0.048717317735974215;0.92578125;0.6643629670143127;0.900103321200923;0.011093147835302386;0.9100561141967773;0.87890625;;48;Training Set;0.9269831776618958
0.8842187511920929;0.05392581404458322;0.9286859035491943;0.6381210088729858;0.8944110572338104;0.012334667679438303;0.9100561141967773;0.8765023946762085;;48;Generated Set;0.9169671535491943
0.8722215569019318;0.06573215380340588;0.9235777258872986;0.6307091116905212;0.8956540979837117;0.012376880335069073;0.913161039352417;0.8765023946762085;;49;Training Set;0.9270833134651184
0.8853685939311982;0.04452267032657703;0.9229767918586731;0.6977163553237915;0.8981921076774597;0.01468478561313416;0.9245793223381042;0.8765023946762085;;49;Generated Set;0.9245793223381042
0.8893068909645081;0.0413080626633349;0.9282852411270142;0.7442908883094788;0.8948739045544675;0.012506100121349235;0.9159655570983887;0.8765023946762085;;50;Training Set;0.9250801205635071
0.8741386197507381;0.12024123186735007;0.9299879670143127;0.10006009787321091;0.897572962861312;0.013159835745891553;0.9174679517745972;0.8765023946762085;;50;Generated Set;0.9245793223381042
;;;;;;;;;51;Training Set;0.92578125
;;;;;;;;;51;Generated Set;0.9174679517745972
;;;;;;;;;52;Training Set;0.9270833134651184
;;;;;;;;;52;Generated Set;0.9245793223381042
;;;;;;;;;53;Training Set;0.926682710647583
;;;;;;;;;53;Generated Set;0.9256811141967773
;;;;;;;;;54;Training Set;0.9292868375778198
;;;;;;;;;54;Generated Set;0.9245793223381042
;;;;;;;;;55;Training Set;0.9270833134651184
;;;;;;;;;55;Generated Set;0.9142628312110901
;;;;;;;;;56;Training Set;0.9286859035491943
;;;;;;;;;56;Generated Set;0.9247796535491943
;;;;;;;;;57;Training Set;0.9270833134651184
;;;;;;;;;57;Generated Set;0.9192708134651184
;;;;;;;;;58;Training Set;0.9276843070983887
;;;;;;;;;58;Generated Set;0.9245793223381042
;;;;;;;;;59;Training Set;0.9290865659713745
;;;;;;;;;59;Generated Set;0.924879789352417
;;;;;;;;;60;Training Set;0.92578125
;;;;;;;;;60;Generated Set;0.9142628312110901
;;;;;;;;;61;Training Set;0.9270833134651184
;;;;;;;;;61;Generated Set;0.913161039352417
;;;;;;;;;62;Training Set;0.9286859035491943
;;;;;;;;;62;Generated Set;0.913161039352417
;;;;;;;;;63;Training Set;0.9278846383094788
;;;;;;;;;63;Generated Set;0.9159655570983887
;;;;;;;;;64;Training Set;0.9278846383094788
;;;;;;;;;64;Generated Set;0.913161039352417
;;;;;;;;;65;Training Set;0.9256811141967773
;;;;;;;;;65;Generated Set;0.9147636294364929
;;;;;;;;;66;Training Set;0.9270833134651184
;;;;;;;;;66;Generated Set;0.917067289352417
;;;;;;;;;67;Training Set;0.9278846383094788
;;;;;;;;;67;Generated Set;0.9142628312110901
;;;;;;;;;68;Training Set;0.92578125
;;;;;;;;;68;Generated Set;0.9142628312110901
;;;;;;;;;69;Training Set;0.9270833134651184
;;;;;;;;;69;Generated Set;0.9178686141967773
;;;;;;;;;70;Training Set;0.9256811141967773
;;;;;;;;;70;Generated Set;0.9169671535491943
;;;;;;;;;71;Training Set;0.9282852411270142
;;;;;;;;;71;Generated Set;0.913161039352417
;;;;;;;;;72;Training Set;0.9278846383094788
;;;;;;;;;72;Generated Set;0.9211738705635071
;;;;;;;;;73;Training Set;0.9292868375778198
;;;;;;;;;73;Generated Set;0.9150640964508057
;;;;;;;;;74;Training Set;0.9263821840286255
;;;;;;;;;74;Generated Set;0.9154647588729858
;;;;;;;;;75;Training Set;0.9286859035491943
;;;;;;;;;75;Generated Set;0.9146634340286255
;;;;;;;;;76;Training Set;0.9292868375778198
;;;;;;;;;76;Generated Set;0.9245793223381042
;;;;;;;;;77;Training Set;0.9256811141967773
;;;;;;;;;77;Generated Set;0.924879789352417
;;;;;;;;;78;Training Set;0.92578125
;;;;;;;;;78;Generated Set;0.9142628312110901
;;;;;;;;;79;Training Set;0.9286859035491943
;;;;;;;;;79;Generated Set;0.913161039352417
;;;;;;;;;80;Training Set;0.9270833134651184
;;;;;;;;;80;Generated Set;0.9123597741127014
;;;;;;;;;81;Training Set;0.9229767918586731
;;;;;;;;;81;Generated Set;0.9130609035491943
;;;;;;;;;82;Training Set;0.9298878312110901
;;;;;;;;;82;Generated Set;0.9100561141967773
;;;;;;;;;83;Training Set;0.9250801205635071
;;;;;;;;;83;Generated Set;0.9146634340286255
;;;;;;;;;84;Training Set;0.9264823794364929
;;;;;;;;;84;Generated Set;0.9177684187889099
;;;;;;;;;85;Training Set;0.92578125
;;;;;;;;;85;Generated Set;0.9154647588729858
;;;;;;;;;86;Training Set;0.92578125
;;;;;;;;;86;Generated Set;0.9127604365348816
;;;;;;;;;87;Training Set;0.9263821840286255
;;;;;;;;;87;Generated Set;0.9165664911270142
;;;;;;;;;88;Training Set;0.9270833134651184
;;;;;;;;;88;Generated Set;0.9165664911270142
;;;;;;;;;89;Training Set;0.9270833134651184
;;;;;;;;;89;Generated Set;0.9192708134651184
;;;;;;;;;90;Training Set;0.9298878312110901
;;;;;;;;;90;Generated Set;0.9161658883094788
;;;;;;;;;91;Training Set;0.9263821840286255
;;;;;;;;;91;Generated Set;0.9139623641967773
;;;;;;;;;92;Training Set;0.9299879670143127
;;;;;;;;;92;Generated Set;0.9169671535491943
;;;;;;;;;93;Training Set;0.9222756624221802
;;;;;;;;;93;Generated Set;0.913161039352417
;;;;;;;;;94;Training Set;0.9292868375778198
;;;;;;;;;94;Generated Set;0.9245793223381042
;;;;;;;;;95;Training Set;0.92578125
;;;;;;;;;95;Generated Set;0.9100561141967773
;;;;;;;;;96;Training Set;0.9286859035491943
;;;;;;;;;96;Generated Set;0.9100561141967773
;;;;;;;;;97;Training Set;0.9235777258872986
;;;;;;;;;97;Generated Set;0.913161039352417
;;;;;;;;;98;Training Set;0.9229767918586731
;;;;;;;;;98;Generated Set;0.9245793223381042
;;;;;;;;;99;Training Set;0.9282852411270142
;;;;;;;;;99;Generated Set;0.9159655570983887
;;;;;;;;;100;Training Set;0.9299879670143127
;;;;;;;;;100;Generated Set;0.9174679517745972
