% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=526810, Mon Nov  8 16:54:33 2021, <python>{}</python>
1 20 0.4879377559152787 1.000049778024599 0.06610578298568726 6.6105782985687256e-02 0.1065705418586731 1.0   
2 40 0.4776845842342807 1.000049778024599 0.06610578298568726 7.7323734760284424e-02 1.0 1.0   
3 60 0.4688268778641258 1.000049778024599 0.06610578298568726 7.1814894676208496e-02 0.17538058757781982 1.0   
4 80 0.46061192125379474 1.0110172762337284 0.06610578298568726 6.8008840084075928e-02 0.10647034645080566 1.0   
5 100 0.453535806519573 1.0110172762337284 0.06610578298568726 6.6907048225402832e-02 1.0 1.0   
6 120 0.4474212938744392 1.0110172762337284 0.06610578298568726 7.1213960647583008e-02 1.0 1.0   
7 140 0.44240946836086337 1.0132490388621969 0.06610578298568726 7.2315692901611328e-02 1.0 1.0   
8 160 0.4377162461986083 1.0132490388621969 0.06610578298568726 6.8108975887298584e-02 0.09324920177459717 1.0   
9 180 0.4338142489742736 1.0132490388621969 0.06610578298568726 7.5020015239715576e-02 0.09575319290161133 1.0   
10 200 0.4304615135345095 1.0169431572489913 0.06610578298568726 7.0412635803222656e-02 0.10757213830947876 1.0   
11 220 0.42738932882915553 1.0169431572489913 0.06610578298568726 6.8810105323791504e-02 0.09014421701431274 1.0   
12 240 0.42432358730256786 1.0169431572489913 0.06610578298568726 7.3918282985687256e-02 0.09435093402862549 1.0   
13 260 0.42192951064096457 1.0214078732288765 0.06610578298568726 6.9611370563507080e-02 0.09695512056350708 1.0   
14 280 0.41986725215227166 1.0214078732288765 0.06610578298568726 6.7007184028625488e-02 0.08864182233810425 1.0   
15 300 0.4180711281420249 1.0214078732288765 0.06610578298568726 6.8509638309478760e-02 0.1143830418586731 1.0   
16 320 0.41636266757837 1.0266788306552193 0.06610578298568726 7.2115361690521240e-02 0.09995990991592407 0.15895432233810425   
17 340 0.41483418747646295 1.0266788306552193 0.06520432233810425 6.5204322338104248e-02 0.09324920177459717 1.0   
18 360 0.4131791196374522 1.0266788306552193 0.06520432233810425 7.0212364196777344e-02 0.09044468402862549 1.0   
19 380 0.4115156617336216 1.0323440072607077 0.06520432233810425 6.7207515239715576e-02 0.0952523946762085 1.0   
20 400 0.40992522085778593 1.0323440072607077 0.06520432233810425 7.4719548225402832e-02 0.09935897588729858 0.17257612943649292   
21 420 0.4081989559608498 1.0323440072607077 0.06520432233810425 7.2716355323791504e-02 0.10586941242218018 1.0   
22 440 0.4063823498283002 1.0377301520228093 0.06520432233810425 7.0612967014312744e-02 0.08804088830947876 1.0   
23 460 0.4047380578747843 1.0377301520228093 0.06520432233810425 7.1013629436492920e-02 0.09955930709838867 1.0   
24 480 0.40349624226042013 1.0377301520228093 0.06520432233810425 7.3016822338104248e-02 0.09605365991592407 0.14913862943649292   
25 500 0.40199581640518195 1.0434883136573072 0.06520432233810425 6.8609774112701416e-02 0.08583736419677734 0.1484375   
26 520 0.40068101947061324 1.0434883136573072 0.06520432233810425 6.5504789352416992e-02 0.08613783121109009 0.16566509008407593   
27 540 0.39978290704608627 1.0434883136573072 0.06520432233810425 7.5921475887298584e-02 0.10166263580322266 1.0   
28 560 0.39882977628648186 1.0489297011643028 0.06520432233810425 8.1430315971374512e-02 0.09945911169052124 0.17257612943649292   
29 580 0.39827117918583127 1.0489297011643028 0.06520432233810425 7.1614563465118408e-02 0.08824115991592407 0.1458333134651184   
30 600 0.3981803433045037 1.0489297011643028 0.06520432233810425 6.5604984760284424e-02 0.09314906597137451 1.0   
31 620 0.3980589784292844 1.0552580486581997 0.06520432233810425 7.4118614196777344e-02 0.1065705418586731 1.0   
32 640 0.3981266577590313 1.0552580486581997 0.06520432233810425 7.4919879436492920e-02 0.10276442766189575 0.17257612943649292   
33 660 0.397955380875606 1.0552580486581997 0.06520432233810425 7.5420677661895752e-02 0.1039663553237915 0.1458333134651184   
34 680 0.3979234559627773 1.0621633113763238 0.06520432233810425 7.3417484760284424e-02 0.09595352411270142 0.1638621687889099   
35 700 0.3979985487227408 1.0621633113763238 0.06520432233810425 7.0412635803222656e-02 0.09375 0.12790465354919434   
36 720 0.3979006388597597 1.0621633113763238 0.06520432233810425 7.2215557098388672e-02 0.09995990991592407 1.0   
37 740 0.3979922209921913 1.069501431478202 0.06520432233810425 7.0512831211090088e-02 0.1121794581413269 1.0   
38 760 0.39781472195575207 1.069501431478202 0.06520432233810425 7.2115361690521240e-02 0.08964341878890991 1.0   
39 780 0.397684911748342 1.069501431478202 0.06520432233810425 6.6105782985687256e-02 0.11768829822540283 1.0   
40 800 0.3974306724076936 1.0772363654958645 0.06520432233810425 6.8309307098388672e-02 0.1121794581413269 1.0   
41 820 0.39690631935361115 1.0772363654958645 0.06520432233810425 6.5304458141326904e-02 0.09194713830947876 1.0   
42 840 0.39641599784265663 1.0772363654958645 0.06520432233810425 6.9411039352416992e-02 0.10246396064758301 1.0   
43 860 0.3960996145512599 1.0848620243092133 0.06370192766189575 6.3701927661895752e-02 0.10126203298568726 1.0   
44 880 0.39631641773949633 1.0848620243092133 0.06370192766189575 7.0312500000000000e-02 0.10867387056350708 1.0   
45 900 0.39631310448410334 1.0848620243092133 0.06370192766189575 7.0112168788909912e-02 0.10496795177459717 1.0   
46 920 0.3964832177135434 1.0928491971394272 0.06370192766189575 7.1714758872985840e-02 0.10526841878890991 1.0   
47 940 0.39636994835171907 1.0928491971394272 0.06370192766189575 7.3918282985687256e-02 0.11448317766189575 1.0   
48 960 0.39618774571366083 1.0928491971394272 0.06370192766189575 7.1213960647583008e-02 0.09324920177459717 1.0   
49 980 0.39602543129732143 1.10030278230354 0.06370192766189575 6.5003991127014160e-02 0.08904248476028442 1.0   
50 1000 0.395568947635707 1.10030278230354 0.06370192766189575 7.0112168788909912e-02 0.10576921701431274 1.0   
51 1020 0.3951183039229198 1.10030278230354 0.06370192766189575 7.3717951774597168e-02 0.1065705418586731 1.0   
52 1040 0.3948397143775389 1.1073767525984475 0.06370192766189575 6.9010436534881592e-02 0.10026043653488159 1.0   
53 1060 0.3947465260803728 1.1073767525984475 0.06370192766189575 6.8108975887298584e-02 0.09445112943649292 1.0   
54 1080 0.3942705040608033 1.1073767525984475 0.06370192766189575 6.5805315971374512e-02 0.09234774112701416 1.0   
55 1100 0.3938958961232459 1.1138940059721114 0.06370192766189575 7.0512831211090088e-02 0.11187899112701416 1.0   
56 1120 0.3934329846426764 1.1138940059721114 0.06370192766189575 6.8409442901611328e-02 0.08964341878890991 1.0   
57 1140 0.3931832757222946 1.1138940059721114 0.06370192766189575 7.5220346450805664e-02 0.1078726053237915 1.0   
58 1160 0.39254148808284395 1.1209579663636355 0.06370192766189575 6.6005587577819824e-02 0.08613783121109009 1.0   
59 1180 0.3921256945491691 1.1209579663636355 0.06370192766189575 6.8008840084075928e-02 0.09334933757781982 1.0   
60 1200 0.39124277266375795 1.1209579663636355 0.06370192766189575 6.8008840084075928e-02 0.0965544581413269 1.0   
61 1220 0.39052314422352924 1.1280488198501544 0.06370192766189575 7.2115361690521240e-02 0.11027646064758301 1.0   
62 1240 0.3898635687783706 1.1280488198501544 0.06370192766189575 7.0813298225402832e-02 0.09565305709838867 1.0   
63 1260 0.38914963849303863 1.1280488198501544 0.06370192766189575 7.1714758872985840e-02 0.10977566242218018 1.0   
64 1280 0.38845159373796934 1.1354905067552183 0.06370192766189575 7.4819684028625488e-02 0.09955930709838867 1.0   
65 1300 0.38765687487693107 1.1354905067552183 0.06370192766189575 6.8509638309478760e-02 0.10276442766189575 1.0   
66 1320 0.3868757829288973 1.1354905067552183 0.06189906597137451 6.1899065971374512e-02 0.10737180709838867 1.0   
67 1340 0.3859899406352851 1.1417922798894402 0.06189906597137451 6.7107379436492920e-02 0.10596954822540283 1.0   
68 1360 0.3849802141737692 1.1417922798894402 0.06189906597137451 7.1814894676208496e-02 0.1026642918586731 1.0   
69 1380 0.38394693377906824 1.1417922798894402 0.06189906597137451 6.4102590084075928e-02 0.11989182233810425 1.0   
70 1400 0.38324594342701157 1.1482765633362537 0.06189906597137451 7.6622605323791504e-02 0.11408251523971558 1.0   
71 1420 0.38290981715625344 1.1482765633362537 0.06189906597137451 6.9711565971374512e-02 0.09074521064758301 1.0   
72 1440 0.3825924038479988 1.1482765633362537 0.06189906597137451 6.6306114196777344e-02 0.08944308757781982 0.135817289352417   
73 1460 0.3820332762283042 1.1549142952370586 0.06189906597137451 7.0913434028625488e-02 0.09034454822540283 1.0   
74 1480 0.3814068084157761 1.1549142952370586 0.06189906597137451 7.4819684028625488e-02 0.09575319290161133 0.18309295177459717   
75 1500 0.3808418558560037 1.1549142952370586 0.06189906597137451 7.0412635803222656e-02 0.08954328298568726 1.0   
76 1520 0.38043555412537683 1.1617722582381846 0.06189906597137451 7.3818087577819824e-02 0.10576921701431274 1.0   
77 1540 0.38017999421684295 1.1617722582381846 0.06189906597137451 7.4919879436492920e-02 0.09935897588729858 1.0   
78 1560 0.3802628809589719 1.1617722582381846 0.06189906597137451 7.2616159915924072e-02 0.10576921701431274 1.0   
79 1580 0.37998127931701003 1.1686841410253612 0.06189906597137451 6.7007184028625488e-02 0.10386615991592407 1.0   
80 1600 0.3794956314757112 1.1686841410253612 0.06189906597137451 7.0913434028625488e-02 0.0926482081413269 1.0   
81 1620 0.37855850592688534 1.1686841410253612 0.06189906597137451 7.0412635803222656e-02 0.09605365991592407 1.0   
82 1640 0.3780070357971372 1.175382929119836 0.06189906597137451 7.5220346450805664e-02 0.09705531597137451 1.0   
83 1660 0.3768447141205082 1.175382929119836 0.06189906597137451 7.5320541858673096e-02 0.0961538553237915 1.0   
84 1680 0.37588993460992365 1.175382929119836 0.06189906597137451 8.1229984760284424e-02 0.10446715354919434 0.17257612943649292   
85 1700 0.37494534159924514 1.1820010563948047 0.06189906597137451 7.0412635803222656e-02 0.09535259008407593 0.15244388580322266   
86 1720 0.3742114232206036 1.1820010563948047 0.06189906597137451 7.4519217014312744e-02 0.10186296701431274 0.22706329822540283   
87 1740 0.37350648264516395 1.1820010563948047 0.06189906597137451 7.1113765239715576e-02 0.11858975887298584 0.18139022588729858   
88 1760 0.3727568455506854 1.1886015482583263 0.06189906597137451 7.5821340084075928e-02 0.09995990991592407 1.0   
89 1780 0.3718976074930139 1.1886015482583263 0.06189906597137451 7.3918282985687256e-02 0.09825718402862549 0.18309295177459717   
90 1800 0.37067303523351136 1.1886015482583263 0.06189906597137451 7.5220346450805664e-02 0.0874398946762085 0.17257612943649292   
91 1820 0.3695188591285887 1.1947763618511238 0.06189906597137451 7.5420677661895752e-02 0.09385013580322266 1.0   
92 1840 0.36862454022179036 1.1947763618511238 0.06189906597137451 7.2215557098388672e-02 0.09535259008407593 0.18309295177459717   
93 1860 0.36766797919825434 1.1947763618511238 0.06189906597137451 7.2616159915924072e-02 0.11117786169052124 1.0   
94 1880 0.3668144698535288 1.2003873899804915 0.06189906597137451 7.1514427661895752e-02 0.09174680709838867 0.18309295177459717   
95 1900 0.36578999762247427 1.2003873899804915 0.06189906597137451 7.9226791858673096e-02 0.10526841878890991 1.0   
96 1920 0.3649470901916571 1.2003873899804915 0.06189906597137451 7.0212364196777344e-02 0.0926482081413269 0.1512419581413269   
97 1940 0.36380161417363893 1.2060430454789928 0.06189906597137451 7.0713162422180176e-02 0.09244793653488159 0.14372998476028442   
98 1960 0.3629219470141977 1.2060430454789928 0.06189906597137451 6.8609774112701416e-02 0.09234774112701416 0.16205930709838867   
99 1980 0.3620166477986187 1.2060430454789928 0.06189906597137451 7.0713162422180176e-02 0.08653843402862549 0.13962340354919434   
100 2000 0.36098486410078456 1.2116422233427646 0.06189906597137451 7.7423870563507080e-02 0.09715545177459717 0.13551682233810425   
101 2020 0.3600880019138887 1.2116422233427646 0.06189906597137451 7.5621008872985840e-02 0.09575319290161133 0.17417865991592407   
102 2040 0.3594215211279528 1.2116422233427646 0.06189906597137451 7.1414291858673096e-02 0.10426682233810425 0.15244388580322266   
