Mean,Standard_Deviation,Max,Min
0.8581670664250851,0.10924527964894899,0.9111578464508057,0.10006009787321091
0.8546514402329922,0.10846834124765527,0.8907251358032227,0.10006009787321091
0.8411378201842308,0.15179844543335108,0.9001402258872986,0.10006009787321091
0.8388301274180412,0.15147081093555145,0.9001402258872986,0.10006009787321091
0.8527203522622585,0.10820866687751624,0.8950320482254028,0.10006009787321091
0.8559875749051571,0.10905261813603098,0.9001402258872986,0.10006009787321091
0.8425520810484887,0.15195106276388798,0.9049479365348816,0.10006009787321091
0.8588301299512386,0.1090663276944275,0.8951321840286255,0.10006009787321091
0.8550320504605771,0.10853997330641386,0.8926281929016113,0.10006009787321091
0.8425701090693474,0.15217393833543658,0.9111578464508057,0.10006009787321091
0.8561558471620083,0.10865605567952154,0.8953325152397156,0.10006009787321091
0.8716145825386047,0.01685324260681146,0.9049479365348816,0.8091946840286255
0.8720172250270843,0.010326406720424598,0.891526460647583,0.8512620329856873
0.8599318872392178,0.10933140965874463,0.9111578464508057,0.10006009787321091
0.8434214720129967,0.15208127945896188,0.9036458134651184,0.10006009787321091
0.8400821289420128,0.15179922532896648,0.9049479365348816,0.10006009787321091
0.8437580117583274,0.15217539488382015,0.8921273946762085,0.10006009787321091
0.8404887828230858,0.15155577622399352,0.8976362347602844,0.10006009787321091
0.855951524823904,0.10872035858950688,0.9049479365348816,0.10006009787321091
0.8576201938092709,0.10885556036939176,0.8953325152397156,0.10006009787321091
0.8719951927661895,0.012518013502415912,0.9111578464508057,0.8512620329856873
0.8569310902059079,0.10909594862001083,0.8957331776618958,0.10006009787321091
0.8574038444459439,0.1092445086892199,0.9111578464508057,0.10006009787321091
0.8735516834259033,0.010830843413705242,0.8957331776618958,0.8512620329856873
0.8735476732254028,0.01414885812430272,0.9111578464508057,0.8351362347602844
0.8419911882281303,0.1521447697588085,0.8995392918586731,0.10006009787321091
0.8559054480493069,0.10850456977391441,0.8957331776618958,0.10006009787321091
0.8772195482254028,0.010631703395320526,0.8957331776618958,0.8512620329856873
0.8584034441411496,0.11017135636530544,0.8976362347602844,0.10006009787321091
0.8717307722568512,0.01544838477677004,0.9001402258872986,0.8220152258872986
0.8406770834326744,0.15167228090536797,0.8995392918586731,0.10006009787321091
0.8603044866025448,0.10916279916984459,0.8976362347602844,0.10006009787321091
0.8766386187076569,0.012146158704754944,0.8953325152397156,0.8543669581413269
0.8589643429219723,0.10911037431838831,0.8957331776618958,0.10006009787321091
0.8712419903278351,0.014410165298868861,0.8951321840286255,0.8220152258872986
0.8737359762191772,0.012273660152277368,0.9036458134651184,0.83984375
0.838814100921154,0.15151598498504967,0.8957331776618958,0.10006009787321091
0.8580088137090206,0.10907573606119492,0.9001402258872986,0.10006009787321091
0.8746995198726654,0.01082277838441306,0.9036458134651184,0.8465544581413269
0.8555989514291287,0.10920717522544726,0.9036458134651184,0.10006009787321091
0.870981570482254,0.010533919506488998,0.8908253312110901,0.8512620329856873
0.8604887782037258,0.10920063564734404,0.9111578464508057,0.10006009787321091
0.8720873367786407,0.010315412981008644,0.8921273946762085,0.8512620329856873
0.8562520037591458,0.10900832286019733,0.8957331776618958,0.10006009787321091
0.8731149840354919,0.013940888545462759,0.9111578464508057,0.8380408883094788
0.8580128203332424,0.10886007182998172,0.9036458134651184,0.10006009787321091
0.8758673882484436,0.0122425114478423,0.8957331776618958,0.83984375
0.8758814096450805,0.011057616172254701,0.8951321840286255,0.83984375
0.8422936722636223,0.15186738853774442,0.8910256624221802,0.10006009787321091
0.8743149054050445,0.01358483606347542,0.8952323794364929,0.8220152258872986
0.8431991168856621,0.15205360775394666,0.8921273946762085,0.10006009787321091
0.8707832527160645,0.021964905917727054,0.9036458134651184,0.7576121687889099
0.8430809304118156,0.15218665158087546,0.9036458134651184,0.10006009787321091
0.8589362965524197,0.10922750878918103,0.8957331776618958,0.10006009787321091
0.8754086542129517,0.00937985200701662,0.8883213400840759,0.8556690812110901
0.8606109772622585,0.1095012287426682,0.8976362347602844,0.10006009787321091
0.8750000023841857,0.019840027090053662,0.8976362347602844,0.7576121687889099
0.8770312488079071,0.009873993072811267,0.8957331776618958,0.8559695482254028
0.8613842152059078,0.10928737858041153,0.9049479365348816,0.10006009787321091
0.8587239597737789,0.10890238245533429,0.8938301205635071,0.10006009787321091
0.8606330142915248,0.1092771533555575,0.9049479365348816,0.10006009787321091
0.8783553647994995,0.010779168427737136,0.9111578464508057,0.8559695482254028
0.8733533644676208,0.012343743347686406,0.9036458134651184,0.8258213400840759
0.8740364515781402,0.011454371392847556,0.9036458134651184,0.83984375
0.8738842117786407,0.012175087492863884,0.8950320482254028,0.8351362347602844
0.8587019215524196,0.10889656869647761,0.8957331776618958,0.10006009787321091
0.8720633018016816,0.01225269878911495,0.8957331776618958,0.8419471383094788
0.8558794067800045,0.10913660107267731,0.9001402258872986,0.10006009787321091
0.8447295686602593,0.15235834209869967,0.8926281929016113,0.10006009787321091
0.8590204320847988,0.10906837145299562,0.8910256624221802,0.10006009787321091
0.8751642668247223,0.01197007915203161,0.891526460647583,0.8380408883094788
0.8577864597737789,0.10917387462731783,0.8908253312110901,0.10006009787321091
0.875200320482254,0.011705283477306889,0.8910256624221802,0.83984375
0.8755308496952057,0.009603925639943018,0.8926281929016113,0.8512620329856873
0.8620552907884121,0.1093296648164974,0.8957331776618958,0.10006009787321091
0.8739262807369232,0.011251039732579406,0.8957331776618958,0.8380408883094788
0.8597636161744595,0.1090742897025261,0.8921273946762085,0.10006009787321091
0.8756149804592133,0.011655106714512264,0.8951321840286255,0.8477563858032227
0.876899037361145,0.011180721141360546,0.8957331776618958,0.8498597741127014
0.8577063320577145,0.10909236189204861,0.8908253312110901,0.10006009787321091
0.8423217102885246,0.15198407326116475,0.8908253312110901,0.10006009787321091
0.8765404605865479,0.014420032614822333,0.8952323794364929,0.8091946840286255
0.8564282868802547,0.10897856284332959,0.9001402258872986,0.10006009787321091
0.8716105735301971,0.01310350750862532,0.8957331776618958,0.8258213400840759
0.8734855782985688,0.014642135779150923,0.8976362347602844,0.8220152258872986
0.8563201080262661,0.10895921198893971,0.8957331776618958,0.10006009787321091
0.8445012018084526,0.15237488926952675,0.8950320482254028,0.10006009787321091
0.8575080142915249,0.1089122712998404,0.9049479365348816,0.10006009787321091
0.8600901447236537,0.10932151998910716,0.8908253312110901,0.10006009787321091
0.8730929470062256,0.01605844530968328,0.9001402258872986,0.8262219429016113
0.8735677039623261,0.011723911005928121,0.8910256624221802,0.8220152258872986
0.8591866980493069,0.1092402959486158,0.8952323794364929,0.10006009787321091
0.8586718688905239,0.10912107595442742,0.9049479365348816,0.10006009787321091
0.8608453534543514,0.1094969735373531,0.8908253312110901,0.10006009787321091
0.8622475944459438,0.10959211389938134,0.9036458134651184,0.10006009787321091
0.8431830939650535,0.15212796416071514,0.9001402258872986,0.10006009787321091
0.8595733152329922,0.10930663518352157,0.8995392918586731,0.10006009787321091
0.8737319695949555,0.019503571871519697,0.9001402258872986,0.7576121687889099
0.8280468745529652,0.1844784978808862,0.8957331776618958,0.10006009787321091
0.8585757206380368,0.10923752584161027,0.9001402258872986,0.10006009787321091
