total_parameters,total_training_time,test_accuracy
3729162,1116.5380859375,0.9060496687889099
2787139,1124.51806640625,0.9229767918586731
1925514,922.6810302734375,0.8077924847602844
1570080,853.6190185546875,0.889723539352417
13126538,2328.326904296875,0.8984375
3553034,956.7760009765625,0.9096554517745972
1570080,852.7249755859375,0.8834134340286255
5793546,1306.02001953125,0.9116586446762085
3292298,989.9969482421875,0.8788061141967773
13126538,2275.47998046875,0.8802083134651184
21384074,3015.847900390625,0.9059495329856873
3292298,994.6229858398438,0.8609775900840759
5793546,1371.333984375,0.8996394276618958
5793546,1355.115966796875,0.8857171535491943
5793546,1370.029052734375,0.9059495329856873
20510346,2691.26904296875,0.8830128312110901
12252810,2040.739013671875,0.8642828464508057
13126538,2328.326904296875,0.8984375
3292298,1015.3280029296875,0.8687900900840759
13126538,2277.158203125,0.8862179517745972
13290378,1844.998046875,0.9016426205635071
3729162,1157.700927734375,0.9037460088729858
13126538,2328.326904296875,0.8984375
3553034,942.7479858398438,0.9124599099159241
13126538,2328.326904296875,0.8984375
13290378,1905.990966796875,0.9133613705635071
13126538,2272.863037109375,0.9009414911270142
5793546,1344.05908203125,0.8966346383094788
13126538,2277.158203125,0.8862179517745972
3292298,994.6229858398438,0.8609775900840759
13126538,2272.863037109375,0.9009414911270142
13126538,2272.863037109375,0.9009414911270142
13126538,2329.552001953125,0.8950320482254028
424842,483.6409912109375,0.8481570482254028
21384074,2880.2490234375,0.9069511294364929
3553034,942.7479858398438,0.9124599099159241
12252810,2044.763916015625,0.8774038553237915
3729162,1168.76708984375,0.9030448794364929
3729162,1155.68701171875,0.9035456776618958
3292298,994.6229858398438,0.8609775900840759
13126538,2328.326904296875,0.8984375
3553034,955.2659912109375,0.9045472741127014
13126538,2330.07421875,0.8914262652397156
1227914,830.4149780273438,0.8101963400840759
21384074,2885.6669921875,0.8872195482254028
1664778,960.1419677734375,0.8746995329856873
14000266,2560.030029296875,0.9148637652397156
3729162,1154.4840087890625,0.9142628312110901
3729162,1155.68701171875,0.9035456776618958
12252810,2040.81005859375,0.8645833134651184
1862956,991.0679931640625,0.9157652258872986
13126538,2275.47998046875,0.8802083134651184
13126538,2277.158203125,0.8862179517745972
13126538,2330.07421875,0.8914262652397156
3292298,994.6229858398438,0.8609775900840759
2495553,970.0280151367188,0.9082531929016113
13126538,2329.552001953125,0.8950320482254028
13126538,2238.468994140625,0.8985376358032227
3729162,1158.5150146484375,0.891526460647583
3292298,992.322021484375,0.8617788553237915
5793546,1368.2919921875,0.9000400900840759
2495553,997.8619995117188,0.8766025900840759
13126538,2272.863037109375,0.9009414911270142
13126538,2329.552001953125,0.8950320482254028
13126538,2275.47998046875,0.8802083134651184
22421642,2875.422119140625,0.9246794581413269
13126538,2330.07421875,0.8914262652397156
13126538,2329.552001953125,0.8950320482254028
3729162,1142.89404296875,0.9035456776618958
13126538,2277.158203125,0.8862179517745972
13126538,2275.47998046875,0.8802083134651184
12252810,2044.763916015625,0.8774038553237915
5793546,1370.029052734375,0.9059495329856873
13126538,2330.07421875,0.8914262652397156
13126538,2330.07421875,0.8914262652397156
13126538,2330.07421875,0.8914262652397156
13126538,2272.863037109375,0.9009414911270142
3292298,994.6229858398438,0.8609775900840759
424842,519.1389770507812,0.8293269276618958
13126538,2330.07421875,0.8914262652397156
13126538,2328.326904296875,0.8984375
13126538,2275.47998046875,0.8802083134651184
13126538,2277.158203125,0.8862179517745972
13126538,2277.158203125,0.8862179517745972
1570080,853.6190185546875,0.889723539352417
1570080,852.7249755859375,0.8834134340286255
12962698,2745.64794921875,0.9102563858032227
3729162,1158.5150146484375,0.891526460647583
13126538,2238.2958984375,0.8910256624221802
13126538,2328.326904296875,0.8984375
3729162,1158.5150146484375,0.891526460647583
13126538,2329.552001953125,0.8950320482254028
13126538,2272.863037109375,0.9009414911270142
13126538,2330.07421875,0.8914262652397156
21384074,3003.1572265625,0.8817107081413269
5793546,1356.6619873046875,0.881911039352417
21384074,3018.62890625,0.8970352411270142
12962698,2745.64794921875,0.9102563858032227
13126538,2329.552001953125,0.8950320482254028
13126538,2277.158203125,0.8862179517745972
13126538,2329.552001953125,0.8950320482254028
5793546,1344.1240234375,0.9102563858032227
12252810,2044.763916015625,0.8774038553237915
13126538,2328.326904296875,0.8984375
13126538,2277.158203125,0.8862179517745972
13126538,2272.863037109375,0.9009414911270142
20510346,2678.4970703125,0.8669871687889099
1488650,769.9959716796875,0.7409855723381042
3292298,994.6229858398438,0.8609775900840759
1488650,758.0589599609375,0.7190504670143127
5356682,1220.1409912109375,0.8521634340286255
5793546,1386.75,0.9138621687889099
490698,496.6000061035156,0.7597155570983887
13126538,2272.863037109375,0.9009414911270142
4602890,1953.302978515625,0.9225761294364929
13126538,2328.326904296875,0.8984375
13126538,2330.07421875,0.8914262652397156
3729162,1188.260009765625,0.8976362347602844
13126538,2329.552001953125,0.8950320482254028
940938,591.4849853515625,0.905348539352417
1457034,668.9549560546875,0.8964343070983887
940938,591.4849853515625,0.905348539352417
13126538,2330.07421875,0.8914262652397156
3729162,1168.76708984375,0.9030448794364929
5356682,1224.9140625,0.8807091116905212
13126538,2277.158203125,0.8862179517745972
13126538,2277.158203125,0.8862179517745972
13126538,2275.47998046875,0.8802083134651184
1866935,1024.3680419921875,0.9094551205635071
21384074,2885.6669921875,0.8872195482254028
13126538,2275.47998046875,0.8802083134651184
13126538,2328.326904296875,0.8984375
13126538,2330.07421875,0.8914262652397156
3292298,1016.6820068359375,0.87109375
13126538,2328.326904296875,0.8984375
5032842,1255.56298828125,0.5766226053237915
5793546,1355.115966796875,0.8857171535491943
13126538,2330.07421875,0.8914262652397156
1159370,691.0750122070312,0.9135617017745972
13126538,2275.47998046875,0.8802083134651184
12088970,2435.4619140625,0.8866186141967773
3729162,1157.700927734375,0.9037460088729858
13126538,2275.47998046875,0.8802083134651184
1866935,1011.1710205078125,0.90234375
5356682,1211.6259765625,0.8716946840286255
12252810,2041.284912109375,0.8516626358032227
13126538,2241.64794921875,0.8881210088729858
1849766,1001.739990234375,0.91015625
3729162,1151.68408203125,0.9058493375778198
13126538,2328.326904296875,0.8984375
5793546,1387.240966796875,0.8996394276618958
13126538,2330.07421875,0.8914262652397156
13126538,2328.326904296875,0.8984375
1862956,991.362060546875,0.9194711446762085
13126538,2330.07421875,0.8914262652397156
13126538,2329.552001953125,0.8950320482254028
13126538,2277.158203125,0.8862179517745972
14000266,2517.2978515625,0.8920272588729858
13126538,2272.863037109375,0.9009414911270142
12252810,2044.763916015625,0.8774038553237915
3292298,1002.8740234375,0.8784054517745972
13126538,2330.07421875,0.8914262652397156
13126538,2277.158203125,0.8862179517745972
13126538,2329.552001953125,0.8950320482254028
3292298,992.322021484375,0.8617788553237915
13126538,2238.468994140625,0.8985376358032227
13126538,2330.07421875,0.8914262652397156
14000266,2555.705078125,0.8984375
5793546,1369.4639892578125,0.9011418223381042
1691442,762.406982421875,0.9080528616905212
3729162,1158.5150146484375,0.891526460647583
12252810,2044.763916015625,0.8774038553237915
13126538,2272.863037109375,0.9009414911270142
3292298,976.2210083007812,0.8810096383094788
5793546,1352.846923828125,0.9066506624221802
13126538,2330.07421875,0.8914262652397156
3292298,1016.6820068359375,0.87109375
12962698,2779.5390625,0.9018429517745972
13126538,2328.326904296875,0.8984375
13126538,2277.158203125,0.8862179517745972
13126538,2330.07421875,0.8914262652397156
13126538,2329.552001953125,0.8950320482254028
14164106,2141.1259765625,0.9283854365348816
1664778,964.2459716796875,0.874098539352417
13126538,2329.552001953125,0.8950320482254028
3729162,1169.51904296875,0.9030448794364929
21384074,2921.333984375,0.8992387652397156
6054282,1310.27001953125,0.9195713400840759
3729162,1199.56103515625,0.8888221383094788
21384074,2921.333984375,0.8992387652397156
13126538,2238.2958984375,0.8910256624221802
13126538,2275.47998046875,0.8802083134651184
13126538,2329.552001953125,0.8950320482254028
13290378,1905.990966796875,0.9133613705635071
4869002,1598.699951171875,0.7914663553237915
3729162,1155.68701171875,0.9035456776618958
13126538,2231.594970703125,0.9059495329856873
3729162,1188.260009765625,0.8976362347602844
2787785,1134.0579833984375,0.8860176205635071
22257802,3179.3251953125,0.8987379670143127
13126538,2275.47998046875,0.8802083134651184
12252810,2040.81005859375,0.8645833134651184
13126538,2328.326904296875,0.8984375
13126538,2275.47998046875,0.8802083134651184
1866935,1022.7010498046875,0.9124599099159241
13126538,2329.552001953125,0.8950320482254028
13126538,2330.07421875,0.8914262652397156
1664778,1011.9830322265625,0.856370210647583
21384074,2922.716796875,0.8925280570983887
12252810,2040.51806640625,0.8654847741127014
13126538,2328.326904296875,0.8984375
13126538,2277.158203125,0.8862179517745972
3292298,992.322021484375,0.8617788553237915
21384074,2945.3681640625,0.8917267918586731
13126538,2237.385009765625,0.8813101053237915
3292298,1015.3280029296875,0.8687900900840759
5793546,1353.740966796875,0.8959335088729858
13126538,2275.47998046875,0.8802083134651184
4869002,1632.77392578125,0.8410456776618958
13126538,2330.07421875,0.8914262652397156
13126538,2328.326904296875,0.8984375
3292298,994.6229858398438,0.8609775900840759
21384074,3003.1572265625,0.8817107081413269
1570080,854.7160034179688,0.8818109035491943
1227914,806.291015625,0.7775440812110901
1227914,831.5150146484375,0.8136017918586731
5356682,1211.6259765625,0.8716946840286255
13126538,2329.552001953125,0.8950320482254028
3729162,1123.201904296875,0.9181690812110901
13126538,2275.47998046875,0.8802083134651184
5793546,1365.406005859375,0.9147636294364929
13126538,2277.158203125,0.8862179517745972
13126538,2330.07421875,0.8914262652397156
6230410,2084.4248046875,0.9181690812110901
3553034,942.4100341796875,0.9111578464508057
1227914,830.4149780273438,0.8101963400840759
12088970,2436.2861328125,0.8808093070983887
13126538,2277.158203125,0.8862179517745972
490698,496.6000061035156,0.7597155570983887
21384074,3003.1572265625,0.8817107081413269
13126538,2272.863037109375,0.9009414911270142
3729162,1187.1920166015625,0.8980368375778198
21384074,2886.343994140625,0.8909254670143127
5356682,1180.364013671875,0.8801081776618958
4869002,1669.4649658203125,0.8277243375778198
5793546,1354.51904296875,0.8910256624221802
13126538,2329.552001953125,0.8950320482254028
3989898,1102.9019775390625,0.9229767918586731
13126538,2272.863037109375,0.9009414911270142
21384074,3015.847900390625,0.9059495329856873
13126538,2277.158203125,0.8862179517745972
13126538,2330.07421875,0.8914262652397156
13126538,2328.326904296875,0.8984375
13126538,2272.863037109375,0.9009414911270142
5793546,1371.333984375,0.8996394276618958
13126538,2275.47998046875,0.8802083134651184
13126538,2328.326904296875,0.8984375
3292298,1016.6820068359375,0.87109375
709130,621.3060302734375,0.7928686141967773
13126538,2328.326904296875,0.8984375
3292298,1015.4549560546875,0.8663862347602844
3729162,1150.030029296875,0.9051482081413269
13126538,2330.07421875,0.8914262652397156
1675466,764.125,0.9141626358032227
3468426,1225.9029541015625,0.8992387652397156
21384074,2885.6669921875,0.8872195482254028
3553034,942.4100341796875,0.9111578464508057
13126538,2272.863037109375,0.9009414911270142
13290378,1905.990966796875,0.9133613705635071
3292298,989.9969482421875,0.8788061141967773
21384074,3015.847900390625,0.9059495329856873
5793546,1386.75,0.9138621687889099
13126538,2329.552001953125,0.8950320482254028
21384074,2921.333984375,0.8992387652397156
13126538,2272.863037109375,0.9009414911270142
13126538,2234.85498046875,0.8923277258872986
13126538,2277.158203125,0.8862179517745972
13126538,2272.863037109375,0.9009414911270142
13126538,2330.07421875,0.8914262652397156
13126538,2330.07421875,0.8914262652397156
5793546,1352.846923828125,0.9066506624221802
20510346,2643.802001953125,0.8731971383094788
12252810,2044.763916015625,0.8774038553237915
12252810,2040.739013671875,0.8642828464508057
14000266,2607.69091796875,0.9051482081413269
21384074,3015.847900390625,0.9059495329856873
12252810,2044.763916015625,0.8774038553237915
3292298,1015.3280029296875,0.8687900900840759
14000266,2552.6201171875,0.9124599099159241
940938,589.2469482421875,0.8846153616905212
5356682,1206.326904296875,0.8902243375778198
13126538,2330.07421875,0.8914262652397156
5793546,1369.4639892578125,0.9011418223381042
13126538,2329.552001953125,0.8950320482254028
5793546,1352.846923828125,0.9066506624221802
3729162,1157.700927734375,0.9037460088729858
1675466,786.77001953125,0.8903245329856873
3729162,1157.700927734375,0.9037460088729858
3292298,1016.6820068359375,0.87109375
5032842,1246.675048828125,0.41977164149284363
3292298,989.9969482421875,0.8788061141967773
13126538,2329.552001953125,0.8950320482254028
3729162,1155.68701171875,0.9035456776618958
1866935,1028.115966796875,0.9085536599159241
1488650,768.3270263671875,0.7387820482254028
13126538,2329.552001953125,0.8950320482254028
3729162,1140.056884765625,0.9095553159713745
5793546,1355.115966796875,0.8857171535491943
13126538,2277.158203125,0.8862179517745972
13126538,2330.07421875,0.8914262652397156
13126538,2328.326904296875,0.8984375
5793546,1356.6619873046875,0.881911039352417
13126538,2272.863037109375,0.9009414911270142
3729162,1157.700927734375,0.9037460088729858
5793546,1353.740966796875,0.8959335088729858
21384074,2937.30615234375,0.909254789352417
13126538,2329.552001953125,0.8950320482254028
21384074,2922.716796875,0.8925280570983887
3729162,1158.5150146484375,0.891526460647583
13126538,2277.158203125,0.8862179517745972
3729162,1168.367919921875,0.8923277258872986
13126538,2328.326904296875,0.8984375
13126538,2275.47998046875,0.8802083134651184
3553034,955.2659912109375,0.9045472741127014
3292298,996.9320068359375,0.881911039352417
13126538,2277.158203125,0.8862179517745972
1488650,771.31396484375,0.7165464758872986
2786620,1156.094970703125,0.9054487347602844
12962698,2747.5009765625,0.899338960647583
3729162,1137.735107421875,0.9044471383094788
13126538,2329.552001953125,0.8950320482254028
13126538,2329.552001953125,0.8950320482254028
13126538,2277.158203125,0.8862179517745972
3729162,1138.277099609375,0.9103565812110901
13126538,2330.07421875,0.8914262652397156
5032842,1255.56298828125,0.5766226053237915
5906570,1543.6300048828125,0.3787059187889099
3729162,1125.3599853515625,0.9115585088729858
3729162,1172.18505859375,0.893629789352417
13126538,2329.552001953125,0.8950320482254028
3729162,1155.68701171875,0.9035456776618958
940938,567.5859985351562,0.907151460647583
13126538,2330.07421875,0.8914262652397156
13126538,2275.47998046875,0.8802083134651184
5906570,1512.9208984375,0.6611578464508057
13126538,2330.07421875,0.8914262652397156
12962698,2746.578125,0.9079527258872986
3553034,954.3289794921875,0.9187700152397156
5793546,1355.115966796875,0.8857171535491943
1488650,769.9959716796875,0.7409855723381042
5793546,1370.029052734375,0.9059495329856873
13126538,2272.863037109375,0.9009414911270142
1488650,757.7169799804688,0.6461338400840759
1849766,1005.93603515625,0.9052484035491943
5793546,1352.541015625,0.8994390964508057
1227914,806.5490112304688,0.8141025900840759
13126538,2246.9189453125,0.8888221383094788
13126538,2329.552001953125,0.8950320482254028
13126538,2329.552001953125,0.8950320482254028
1868225,995.6519775390625,0.9047476053237915
13126538,2330.07421875,0.8914262652397156
3729162,1156.0,0.9150640964508057
13126538,2328.326904296875,0.8984375
490698,500.4630126953125,0.7498998641967773
13126538,2330.07421875,0.8914262652397156
3989898,1105.14404296875,0.9240785241127014
5356682,1219.14599609375,0.8596754670143127
