Mean,Standard_Deviation,Max,Min
0.8653044915199279,0.09550366332259597,0.9245793223381042,0.3830128312110901
0.8679967951774598,0.07861858847112885,0.9279847741127014,0.5179286599159241
0.8753245186805725,0.08055659145130141,0.9243789911270142,0.3787059187889099
0.8784334897994995,0.059250579018346544,0.9260817170143127,0.5766226053237915
0.8949919867515564,0.025851647894414482,0.9243789911270142,0.7444911599159241
0.8847455930709839,0.040182027487628114,0.9240785241127014,0.7165464758872986
0.8834655439853668,0.04980073870651745,0.9261819124221802,0.6461338400840759
0.8652584111690521,0.0899952082797557,0.9245793223381042,0.35667067766189575
0.8704967951774597,0.07291053834796207,0.9264823794364929,0.44110578298568726
0.8787560081481933,0.08488606101585454,0.9260817170143127,0.35667067766189575
0.8786578559875489,0.04694846840673205,0.9261819124221802,0.7233573794364929
0.8873217153549194,0.032294914554506796,0.9264823794364929,0.7511017918586731
0.885112178325653,0.0360479801565616,0.9240785241127014,0.7498998641967773
0.8776121807098388,0.05754270472518399,0.9261819124221802,0.6112780570983887
0.8844130575656891,0.034711704470002325,0.9229767918586731,0.7165464758872986
0.8831249988079071,0.038182335146491095,0.9240785241127014,0.7409855723381042
0.8818749976158142,0.049007324533412285,0.9215745329856873,0.6765825152397156
0.8918189096450806,0.026113151207921365,0.9290865659713745,0.7387820482254028
0.8914663469791413,0.02633129776685504,0.9243789911270142,0.7775440812110901
0.8726802837848663,0.0934218991001391,0.9246794581413269,0.3787059187889099
0.8932491981983185,0.02226928542564925,0.9243789911270142,0.8077924847602844
0.8749379003047943,0.053566342179694214,0.9243789911270142,0.6461338400840759
0.8738862156867981,0.060520169092590496,0.9187700152397156,0.5800280570983887
0.8800000011920929,0.055603292730061905,0.9290865659713745,0.6461338400840759
0.8920272397994995,0.021245532769064882,0.9246794581413269,0.8101963400840759
0.8818088924884796,0.059814309581547376,0.9236778616905212,0.5800280570983887
0.8715805298089981,0.09420883703617816,0.9203726053237915,0.4146634638309479
0.8830749213695526,0.038346730562169785,0.9237780570983887,0.7233573794364929
0.8669951909780502,0.08304262637972532,0.9240785241127014,0.4146634638309479
0.872405846118927,0.09205733727994592,0.9237780570983887,0.41977164149284363
0.8760937476158142,0.0547656956225476,0.9192708134651184,0.6112780570983887
0.8881870985031128,0.02643495536085971,0.9187700152397156,0.7597155570983887
0.8615184253454209,0.11142297647508277,0.9260817170143127,0.3787059187889099
