total_parameters,total_training_time,test_accuracy
4342154,1869.263916015625,0.9214743375778198
11215242,1742.97998046875,0.8835136294364929
12088970,2077.657958984375,0.9100561141967773
12088970,1979.3599853515625,0.9013421535491943
12962698,2219.989990234375,0.9081530570983887
1454631,720.9129638671875,0.8989382982254028
1454631,750.4119873046875,0.8964343070983887
650520,573.7979736328125,0.7707331776618958
12962698,2218.158935546875,0.9146634340286255
11215242,1783.238037109375,0.8765023946762085
1746217,894.1190185546875,0.9127604365348816
2036127,1088.98095703125,0.9035456776618958
3905290,1200.508056640625,0.9118589758872986
3729162,954.177001953125,0.9286859035491943
12252810,1580.3699951171875,0.9157652258872986
3031562,886.4299926757812,0.8877203464508057
13126538,1837.010986328125,0.9196714758872986
12088970,2077.33203125,0.9075520634651184
12962698,2217.5849609375,0.9147636294364929
11215242,1786.010009765625,0.8830128312110901
12252810,1630.85400390625,0.9160656929016113
3468426,1069.6309814453125,0.9099559187889099
3031562,888.7960205078125,0.8849158883094788
3905290,1230.3609619140625,0.9033453464508057
1454631,746.6729736328125,0.8943309187889099
13126538,1937.8359375,0.9208734035491943
942106,755.842041015625,0.8001803159713745
2036127,1078.615966796875,0.9129607081413269
3292298,820.864013671875,0.9125601053237915
3468426,1011.282958984375,0.913161039352417
3031562,886.4299926757812,0.8877203464508057
11215242,1784.6719970703125,0.8801081776618958
3729162,949.595947265625,0.924879789352417
3468426,1041.4530029296875,0.9115585088729858
12962698,2302.093994140625,0.9127604365348816
3905290,1230.3609619140625,0.9033453464508057
4342154,1871.281982421875,0.920973539352417
12088970,1983.4940185546875,0.913161039352417
3905290,1230.3609619140625,0.9033453464508057
2036127,1087.094970703125,0.9044471383094788
12088970,2077.33203125,0.9075520634651184
12088970,2014.0670166015625,0.9068509340286255
12088970,1983.4940185546875,0.913161039352417
3729162,984.1010131835938,0.9230769276618958
13126538,1936.385009765625,0.9229767918586731
12252810,1579.2109375,0.9173678159713745
4869002,1272.9830322265625,0.7447916865348816
3905290,1230.8699951171875,0.9130609035491943
3468426,1069.76806640625,0.8990384340286255
1580170,1099.487060546875,0.10006009787321091
3905290,1232.344970703125,0.9063501358032227
3468426,1041.4530029296875,0.9115585088729858
11215242,1784.6719970703125,0.8801081776618958
3031562,886.4299926757812,0.8877203464508057
1454631,746.6729736328125,0.8943309187889099
12962698,2263.697998046875,0.9242788553237915
12088970,2077.657958984375,0.9100561141967773
3468426,1023.3619995117188,0.9169671535491943
3468426,1055.009033203125,0.8987379670143127
1454631,750.4119873046875,0.8964343070983887
12088970,1983.4940185546875,0.913161039352417
12088970,2078.2041015625,0.903245210647583
12088970,1983.4940185546875,0.913161039352417
4869002,1187.134033203125,0.692307710647583
3468426,1014.6629638671875,0.9130609035491943
4342154,1889.448974609375,0.9192708134651184
1747355,873.1390380859375,0.9247796535491943
1570080,678.27001953125,0.9091546535491943
11215242,1784.6719970703125,0.8801081776618958
12088970,1981.8900146484375,0.9142628312110901
11925130,2543.949951171875,0.6264022588729858
12088970,2074.2041015625,0.9139623641967773
1861666,828.781982421875,0.9244791865348816
650520,568.0859985351562,0.7683293223381042
13126538,1937.8359375,0.9208734035491943
1454631,750.4119873046875,0.8964343070983887
3468426,1041.4530029296875,0.9115585088729858
12088970,1985.26708984375,0.9123597741127014
650520,573.7979736328125,0.7707331776618958
12252810,1631.052978515625,0.9134615659713745
12088970,2077.33203125,0.9075520634651184
1664778,800.20703125,0.805588960647583
12088970,2077.33203125,0.9075520634651184
2328359,1587.157958984375,0.9156650900840759
3831434,1410.18505859375,0.8608773946762085
3995274,975.843017578125,0.680588960647583
1227914,586.4010009765625,0.7284655570983887
1744541,904.5469970703125,0.9116586446762085
1227914,616.64697265625,0.7952724099159241
1570080,700.7020263671875,0.9074519276618958
12088970,2077.33203125,0.9075520634651184
11215242,1783.238037109375,0.8765023946762085
12088970,2077.33203125,0.9075520634651184
13126538,1936.405029296875,0.9256811141967773
12088970,2077.33203125,0.9075520634651184
13126538,1937.8359375,0.9208734035491943
11215242,1783.238037109375,0.8765023946762085
12088970,2078.2041015625,0.903245210647583
11215242,1786.010009765625,0.8830128312110901
1454631,708.4019775390625,0.9126602411270142
12088970,2077.33203125,0.9075520634651184
3292298,820.864013671875,0.9125601053237915
12962698,2356.3291015625,0.9171674847602844
12088970,2077.33203125,0.9075520634651184
11215242,1784.6719970703125,0.8801081776618958
3468426,1070.623046875,0.9100561141967773
1454631,708.4019775390625,0.9126602411270142
3905290,1157.5069580078125,0.9231770634651184
3031562,886.4299926757812,0.8877203464508057
3468426,1011.282958984375,0.913161039352417
3031562,888.4140014648438,0.87890625
3031562,843.60498046875,0.8974359035491943
12088970,2078.2041015625,0.903245210647583
1227914,633.7369995117188,0.7574118375778198
1454631,750.4119873046875,0.8964343070983887
1664778,801.3900146484375,0.7990785241127014
12962698,2355.99609375,0.9185696840286255
826657,777.9819946289062,0.10006009787321091
12088970,2077.33203125,0.9075520634651184
1570080,700.5339965820312,0.914963960647583
1454631,750.4119873046875,0.8964343070983887
1454631,720.9129638671875,0.8989382982254028
11215242,1784.6719970703125,0.8801081776618958
12088970,2078.2041015625,0.903245210647583
13126538,1936.385009765625,0.9229767918586731
3031562,846.343994140625,0.9084535241127014
3031562,886.4299926757812,0.8877203464508057
1746217,923.5709838867188,0.9055488705635071
1404042,860.2839965820312,0.8658854365348816
12962698,2217.5849609375,0.9147636294364929
3031562,886.4299926757812,0.8877203464508057
13126538,1936.385009765625,0.9229767918586731
3729162,947.6749877929688,0.9282852411270142
12088970,2078.2041015625,0.903245210647583
11215242,1784.6719970703125,0.8801081776618958
11215242,1786.010009765625,0.8830128312110901
12962698,2354.972900390625,0.924879789352417
3031562,888.4140014648438,0.87890625
3468426,1055.009033203125,0.8987379670143127
11215242,1783.238037109375,0.8765023946762085
12088970,2077.33203125,0.9075520634651184
1404042,838.3359985351562,0.8793069124221802
3729162,984.1010131835938,0.9230769276618958
13126538,1936.405029296875,0.9256811141967773
3468426,1070.623046875,0.9100561141967773
13126538,1936.405029296875,0.9256811141967773
11215242,1786.010009765625,0.8830128312110901
1454631,708.4019775390625,0.9126602411270142
12088970,2077.657958984375,0.9100561141967773
12962698,2218.158935546875,0.9146634340286255
3292298,788.3720092773438,0.9152644276618958
4869002,1187.134033203125,0.692307710647583
3292298,822.031005859375,0.9099559187889099
11215242,1784.6719970703125,0.8801081776618958
3468426,1070.623046875,0.9100561141967773
3031562,886.4299926757812,0.8877203464508057
3031562,886.4299926757812,0.8877203464508057
2913959,1961.512939453125,0.9066506624221802
3905290,1230.3609619140625,0.9033453464508057
13126538,1936.385009765625,0.9229767918586731
12088970,1985.26708984375,0.9123597741127014
3995274,983.16796875,0.6643629670143127
3831434,1332.201904296875,0.8696914911270142
12088970,2078.2041015625,0.903245210647583
13126538,1937.8359375,0.9208734035491943
3729162,998.198974609375,0.9263821840286255
3468426,992.7100219726562,0.9085536599159241
11215242,1784.6719970703125,0.8801081776618958
4166026,1160.8719482421875,0.9275841116905212
3031562,886.4299926757812,0.8877203464508057
3905290,1230.3609619140625,0.9033453464508057
3729162,998.323974609375,0.926682710647583
650520,573.7979736328125,0.7707331776618958
12088970,2077.33203125,0.9075520634651184
4342154,1891.073974609375,0.9219751358032227
12962698,2225.31787109375,0.9134615659713745
11215242,1784.6719970703125,0.8801081776618958
13126538,1936.405029296875,0.9256811141967773
3729162,983.6220092773438,0.9222756624221802
3468426,1069.76806640625,0.8990384340286255
3729162,983.6220092773438,0.9222756624221802
3292298,822.031005859375,0.9099559187889099
3468426,1070.623046875,0.9100561141967773
11215242,1742.97998046875,0.8835136294364929
3905290,1230.3609619140625,0.9033453464508057
13126538,1937.8359375,0.9208734035491943
1454631,747.5570068359375,0.8926281929016113
12088970,1983.4940185546875,0.913161039352417
3831434,1410.008056640625,0.8564703464508057
13126538,1936.405029296875,0.9256811141967773
12088970,1983.4940185546875,0.913161039352417
12962698,2264.16796875,0.9172676205635071
12088970,1983.4940185546875,0.913161039352417
13126538,1936.405029296875,0.9256811141967773
1404042,865.2540283203125,0.86328125
12088970,2078.2041015625,0.903245210647583
12088970,1985.26708984375,0.9123597741127014
3292298,778.4769897460938,0.9112580418586731
13126538,1936.385009765625,0.9229767918586731
12088970,2077.657958984375,0.9100561141967773
11215242,1783.238037109375,0.8765023946762085
1404042,839.052978515625,0.8660857081413269
1404042,838.93603515625,0.8765023946762085
3468426,1011.5460205078125,0.9117588400840759
12088970,2077.657958984375,0.9100561141967773
12088970,1985.26708984375,0.9123597741127014
12088970,2078.2041015625,0.903245210647583
4342154,1869.263916015625,0.9214743375778198
12088970,2077.657958984375,0.9100561141967773
12088970,2078.2041015625,0.903245210647583
2619945,1783.6500244140625,0.9173678159713745
12088970,1983.4940185546875,0.913161039352417
12088970,1983.4940185546875,0.913161039352417
3831434,1333.366943359375,0.8747996687889099
12088970,1981.8900146484375,0.9142628312110901
3729162,982.08203125,0.9235777258872986
12088970,2078.2041015625,0.903245210647583
