Mean,Standard_Deviation,Max,Min
0.7404028217900883,0.3019710122898953,0.8943309187889099,0.10006009787321091
0.7231971070170402,0.3117252491697437,0.8943309187889099,0.10006009787321091
0.6186565135916074,0.36696486980539883,0.8925280570983887,0.10006009787321091
0.7652166474324006,0.28386334512053074,0.9029446840286255,0.10006009787321091
0.8800302611456977,0.00995719380832469,0.8922275900840759,0.8667868375778198
0.8094951882958412,0.22460618868155638,0.9009414911270142,0.10006009787321091
0.8698542565107346,0.03227201374310606,0.8925280570983887,0.7876602411270142
0.7647664791771344,0.27149143543422116,0.8854166865348816,0.10006009787321091
0.8147702955951294,0.2156940981633174,0.8920272588729858,0.10006009787321091
0.7040598309702344,0.32299136793689864,0.8922275900840759,0.10006009787321091
0.6870117094367743,0.33898341264738413,0.8935296535491943,0.10006009787321091
0.8150040004402399,0.21583447027105365,0.8982371687889099,0.10006009787321091
0.6179553907778528,0.36628625292519307,0.8922275900840759,0.10006009787321091
0.751719418913126,0.2915858793040039,0.8950320482254028,0.10006009787321091
0.7622195471610341,0.27265428789631835,0.8970352411270142,0.10006009787321091
0.6482271648943424,0.3589343663896921,0.8925280570983887,0.10006009787321091
0.8017411126444737,0.21346461431100366,0.8950320482254028,0.10006009787321091
0.5294197980653156,0.392015581482788,0.8970352411270142,0.10006009787321091
0.8780321153727445,0.015911546923865934,0.8948317170143127,0.8377403616905212
0.6700265766544775,0.34919740442971603,0.9024438858032227,0.10006009787321091
0.6694620393893935,0.3488375471199337,0.8982371687889099,0.10006009787321091
0.8074737726287409,0.22385759430478266,0.8965344429016113,0.10006009787321091
0.7797475846277343,0.24200442944902903,0.8882211446762085,0.10006009787321091
0.8590029733521598,0.029794931159175787,0.8830128312110901,0.7876602411270142
0.7968861253725158,0.2465410028757172,0.8941305875778198,0.10006009787321091
0.746327438702186,0.2890657167067567,0.8836137652397156,0.10006009787321091
0.8733223080635071,0.0126898221464389,0.8912259340286255,0.8461538553237915
0.7615338414907455,0.28224355348015556,0.8978365659713745,0.10006009787321091
0.8766796038700984,0.013537694633448984,0.8982371687889099,0.8495593070983887
0.8785167270236545,0.009934609394404626,0.8941305875778198,0.8651843070983887
0.7664405863199916,0.2722376985948955,0.8978365659713745,0.10006009787321091
0.8779046460986137,0.010694667221423648,0.8922275900840759,0.8651843070983887
0.651070277605738,0.348508379655511,0.8796073794364929,0.10006009787321091
0.7977263623227676,0.21317616915800733,0.8935296535491943,0.10006009787321091
0.7377863337888437,0.29620177169608003,0.9029446840286255,0.10006009787321091
0.8719751536846161,0.0074720944838781445,0.8820112347602844,0.8525640964508057
0.7355860241434791,0.29987469414411166,0.8926281929016113,0.10006009787321091
0.7375437007708983,0.3007280215377565,0.8941305875778198,0.10006009787321091
0.8722205460071564,0.00896263506089066,0.8922275900840759,0.8579727411270142
0.8780648887157441,0.010820586579542504,0.8982371687889099,0.8667868375778198
0.8843037684758505,0.00962829206048248,0.8926281929016113,0.8656851053237915
0.8070458166978576,0.22383341636152743,0.8935296535491943,0.10006009787321091
